query_id,queries,passages,labels
7c0056bd-c723-420d-bd94-9153d26c25d8,根据公司表示的情况，上半年公司面临哪些挑战导致毛利率下降？,"公司表示，上半年同行业公司库存较大，产品竞争激烈，销售价格承压，同时部分晶圆成本仍在上升，以及公司增加AIoT方面研发投入，导致毛利率同比下降。

　　“由于2021年缺货的影响延续，2022年上半年业绩基数较高，2022年下半年基数较低。公司对下半年业绩增长有信心。”瑞芯微方面指出，公司今年面临AIoT重大机遇，仍保持高额研发投入，上半年研发费用约2.6亿元，较去年增长。",1
7c0056bd-c723-420d-bd94-9153d26c25d8,根据公司表示的情况，上半年公司面临哪些挑战导致毛利率下降？,"在环保领域，人工智能能够分析气候特征并大规模降低能耗，帮助人类更好地监控和应对气候变化问题。

人工智能甚至可以在地球以外地区发挥作用，他日或助力人类探索火星及外太空。

2016~2025年全球人工智能市场规模复合增速或达50.7%。据Statista估计2017年人工智能市场规模约12.5亿美元，增速约达95%;到2025年市场规模或将达369亿美元。

目前人工智能主要应用在图像识别、物品识别、检测和归类还有自动化的地球物理学特征分析等。",0
7c0056bd-c723-420d-bd94-9153d26c25d8,根据公司表示的情况，上半年公司面临哪些挑战导致毛利率下降？,"信息技术的进步是背后的主要驱动力，伴随着电子产品在人类生活的更广泛普及以及智能化，汽车电子和AI的革命为整个行业的下一轮进化提供了动力，半导体行业有望长期保持旺盛的生命力。



▌产品结构:2017年集成电路约占八成，存储器是销售规模增长的最大动因

2017年全球半导体市场中集成电路销售额约占83%，集成电路销售额同比增长24%，位居半导体细分产品中增速最高的板块。",0
7c0056bd-c723-420d-bd94-9153d26c25d8,根据公司表示的情况，上半年公司面临哪些挑战导致毛利率下降？,"从产品的功能分，半导体市场主要分为集成电路、光电器件、分立器件和传感器四大类。

据WSTS的数据，2017年集成电路、光电子、分立器件和传感器的市场规模分别为3431亿美元、348亿美元、217亿美元、126亿美元，占比分别为83%、9%、5%、3%;相较于2016年，集成电路增长24%，传感器增长16%，分立器件增长12%，光电器件成长9%。



存储器市场回暖价格上涨是2017年全球半导体市场最大的增长动因。",0
7c0056bd-c723-420d-bd94-9153d26c25d8,根据公司表示的情况，上半年公司面临哪些挑战导致毛利率下降？,"支撑产业包括设计环节服务的EDA工具，IP和供应商，以及为制造侧方环节所需要的原材料和设备的供应商。这么大的产业，基础就是一块石头，自然界中所存在的含有硅的石头，通过一个类似于洗衣机的机器经过系列反应提纯，变成单晶硅棒，这些硅就是我们常说的半导体。

将单晶硅棒切割成薄薄的晶圆，最后在晶圆上集成电路，通过一些技术，把电路一层一层的堆叠起来，这样就形成了一块芯片。所以，晶圆相当于房子的地基。",0
c46fb1f0-1758-467f-8901-26b0888cd91c,根据上述信息，你认为造成兆易创新上半年归母净利润下降超过七成的主要原因是什么？,"Nor Flash存储龙头兆易创新预计上半年实现归母净利润约3.4亿元，同比下降超过七成，但环比第一季度增长近三成。

　　指纹识别芯片龙头汇顶科技也受消费电子市场需求不振影响，上半年预计营业收入20.2亿元左右，比上年同期增长10.5%左右，归母净利润亏损约1.37亿元。不过，公司业绩环比改善，第二季度公司净利润184万元左右，实现正增长。",1
c46fb1f0-1758-467f-8901-26b0888cd91c,根据上述信息，你认为造成兆易创新上半年归母净利润下降超过七成的主要原因是什么？,汇顶科技介绍，报告期内公司加快去库存的进度，存货资产减值损失的趋势已得到明显改善。公司预计今年上半存货账面余额减少7.5亿元左右，另外，公司存货资产减值损失1.75亿元左右，预计下半年度不存在大额计提存货跌价准备。此外，由于第二季度决定终止 TWS 项目的研发，相应开发支出计提减值准备导致资产减值损失2.25亿元左右。,0
c46fb1f0-1758-467f-8901-26b0888cd91c,根据上述信息，你认为造成兆易创新上半年归母净利润下降超过七成的主要原因是什么？,下游应用市场的需求变动对半导体分立器件行业的发展具有较大的牵引及驱动作用。近年来，受益于国家经济刺激政策的实施以及新能源、新技术的应用，下游最终产品的市场需求保持着良好的增长态势，从而为半导体分立器件行业的发展提供了广阔的市场空间。,0
c46fb1f0-1758-467f-8901-26b0888cd91c,根据上述信息，你认为造成兆易创新上半年归母净利润下降超过七成的主要原因是什么？,"2017年我国集成电路销售规模已破5000亿元，2011~2017年复合增速达19%。

 

我国集成电路市场虽起步较晚，但受益于国家大力支持及全球集成电路产业向我国转移趋势加快，我国集成电路产业发展速度明显快于全球水平。

2008、2009年受到全球金融危机和全球半导体产业持续低迷的影响，我国集成电路市场规模连续两年呈负增长，分别下降1%和11%。",0
c46fb1f0-1758-467f-8901-26b0888cd91c,根据上述信息，你认为造成兆易创新上半年归母净利润下降超过七成的主要原因是什么？,"4、如何寻找相关的机会？

我们比较重视相关公司的业务成熟度和研发能力，力争跟踪那些既能够受益于传统半导体行业周期的上行，也能够推动先进制程等高端环节突破的公司，寻找从0到1的机会。



同时，因为本次半导体行业周期大概率不仅受到行业周期性因素的影响，还受到美国通胀、国内复苏进程的约束，周期拐点的不确定性更高，所以更加重视估值的保护。",0
257be535-3021-417d-8cd2-c2c16d1d9177,根据文中信息，请问公司预计今年上半年存货账面余额减少多少亿元？,汇顶科技介绍，报告期内公司加快去库存的进度，存货资产减值损失的趋势已得到明显改善。公司预计今年上半存货账面余额减少7.5亿元左右，另外，公司存货资产减值损失1.75亿元左右，预计下半年度不存在大额计提存货跌价准备。此外，由于第二季度决定终止 TWS 项目的研发，相应开发支出计提减值准备导致资产减值损失2.25亿元左右。,1
257be535-3021-417d-8cd2-c2c16d1d9177,根据文中信息，请问公司预计今年上半年存货账面余额减少多少亿元？,"半导体装备业具有较高的技术壁垒、市场壁垒和客户认知壁垒，由于我国半导体设备产业整体起步较晚，目前国产规模仍然较小。

据SEMI统计，2017年中国大陆半导体设备销售额为82.3亿美元，据中国电子专用设备工业协会数据，2017年中国国产半导体设备(不含光伏设备)48.07亿元，据此计算中国半导体设备市场国产化率仅为9%。",0
257be535-3021-417d-8cd2-c2c16d1d9177,根据文中信息，请问公司预计今年上半年存货账面余额减少多少亿元？,"49%到120.18%。另外，公司预计扣非后净利润为5亿元到5.4亿元，同比增加13.45%到22.53%。不过，第二季度扣非净利润环比微增。

　　据介绍，中微公司的刻蚀设备持续获得更多国内外客户的认可，关键客户市场占有率不断提高，营业收入及毛利增长。公司的MOCVD设备在新一代Mini-LED 生产线上继续保持绝对领先的地位；另外，公司在上半年出售了部分所持拓荆科技股票，产生税后净收益约4.06亿元（非经常性收益）。",0
257be535-3021-417d-8cd2-c2c16d1d9177,根据文中信息，请问公司预计今年上半年存货账面余额减少多少亿元？,"24%，其中，自去年下半年以来，受消费电子市场下滑影响，硅抛光片产能利用率下降，部分硅片产品价格有所下调，硅片业务同比去年下降约18.5%，半导体功率器件芯片业务同比下降约10%，但第二季度营收均环比实现增长，化合物半导体芯片业务同比增长约四成，公司射频芯片验证进度已基本覆盖国内主流手机芯片设计客户，在手订单同比大幅增长。
第一章 行业概况

半导体是一种电子材料，可以控制电流的流动。",0
257be535-3021-417d-8cd2-c2c16d1d9177,根据文中信息，请问公司预计今年上半年存货账面余额减少多少亿元？,"绿色半导体：绿色半导体技术致力于减少半导体生产过程中对环境的影响，包括减少化学物质的使用、提高能源效率和废弃物的回收利用等。未来，绿色半导体技术将会成为行业的重要趋势和方向。

半导体技术的不断创新和发展将推动半导体行业向更高性能、更节能、更环保的方向发展，为人类创造更多的便利和价值。",0
aa72c59d-8743-4893-8f0a-b653720f5a61,What factors are impacting the financial performance of Broadcom Integrated and ZTE Micro in the first half of 2023?,"从事无线芯片设计的博通集成预计，受终端客户需求尚未回温影响，2023年半年实现归母净利润为-6480.3万元到-4330.3万元；相比一季度，第二季度公司亏损有所缓解。

　　射频前端龙头卓胜微高度依赖手机市场，由于市场需求疲软，以及市场竞争格局变化，公司预计上半年营业收入16.65亿元，较去年同期下降25.48%，上半年归母净利润3.38亿元～3.76亿元，同比下降55.06%～50.01%。公司第二季度业绩环比增长。",1
aa72c59d-8743-4893-8f0a-b653720f5a61,What factors are impacting the financial performance of Broadcom Integrated and ZTE Micro in the first half of 2023?,"市场较为关注的是国产先进制程领域的突破，分环节看，在光刻、量测环节，我们受制于客观条件，与世界先进水平还有较大差距，但在薄膜沉积、先进封装设备和刻蚀等环节，在先进制程领域国产替代率提高还是值得期待的。



据调研统计，从整个产业链来看，国产设备在成熟制程领域的产品覆盖率已经相对较高，按照设备招标数据统计，国产化率已经相较于3年前有非常大的提升。",0
aa72c59d-8743-4893-8f0a-b653720f5a61,What factors are impacting the financial performance of Broadcom Integrated and ZTE Micro in the first half of 2023?,"IHS数据显示，2015年全球汽车半导体市场的总体规模约为290亿美元，预计2013~2018年，车用半导体的产值将会以每年10.8%的速度快速增长。这一成长态势来自于市场对于车用电子系统的需求日益增加。





人工智能浪潮势不可挡，推动IC市场继续成长。

物联网、大数据、工业4.0、VR/AR和自动驾驶汽车等一系列新兴市场正在加速人工智能(AI)的时代变革，半导体和半导体加工技术将在AI革命中发挥关键作用。",0
aa72c59d-8743-4893-8f0a-b653720f5a61,What factors are impacting the financial performance of Broadcom Integrated and ZTE Micro in the first half of 2023?,"半导体产业遵循螺旋式上升规律，新科技推动行业屡获新生，目前半导体行业或处于一个上升期的起点。

可以看出，半导体行业虽然并不是始终增长，但是在过去10年内遵循一个螺旋式上升的过程，放缓或衰落后又会重新经历一次更强劲的复苏。

半导体行业在过去都遵循着摩尔定律，晶体管密度每隔18-24个月便会增加一倍，电子产品的性能也会提升一倍。",0
aa72c59d-8743-4893-8f0a-b653720f5a61,What factors are impacting the financial performance of Broadcom Integrated and ZTE Micro in the first half of 2023?,"以下是半导体行业财务分析中常用的指标和方法：

财务指标分析：包括营业收入、净利润、毛利率、净利率、总资产和净资产等指标，这些指标可以反映公司的盈利能力、财务稳定性和资产负债状况等。

行业比较分析：通过比较该行业内不同公司的财务指标，分析公司在行业中的竞争力和市场地位。

资本结构分析：包括负债比率、资本回报率、股东权益比率等指标，反映公司的资本结构和资本运作效率。",0
012325de-0795-43fd-8bef-7cea7c359fa0,根据上下文信息，谈谈韦尔股份和士兰微在今年上半年度的业绩表现如何？,"不过，芯片设计龙头、CMOS图像传感器芯片龙头韦尔股份二季度尚未完全好转。据预计，今年上半年度实现归母净利润1.29亿元到1.93亿元，同比减少91.51%到94.34%；扣非后净亏损5250万元到8250万元，同比减少103.62%到105.68%。IDM企业士兰微也受下游普通消费电子市场景气度影响，预计上半年扣非净利润15614万元左右，同比下降约七成。

　　不同于消费电子市场低迷，电网等工业市场稳步增长。",1
012325de-0795-43fd-8bef-7cea7c359fa0,根据上下文信息，谈谈韦尔股份和士兰微在今年上半年度的业绩表现如何？,"我们认为，这个成长速度相对于半导体行业的体量来说已经较为可观:存储器外其他器件的成长性反应了整个半导体行业在经历了增速放缓后，又重新找到了动力。

2018年集成电路销售有望持续增长，增速或达10%。WSTS预计2018年存储器芯片市场的规模将增长11.6%，模拟芯片和逻辑芯片的市场规模也将分别增长8.1%和9.3%，处理器芯片的市场规模将增长7.1%。",0
012325de-0795-43fd-8bef-7cea7c359fa0,根据上下文信息，谈谈韦尔股份和士兰微在今年上半年度的业绩表现如何？,"图片

资料来源：资产信息网 千际投行

集成电路是利用半导体工艺或厚膜、薄膜工艺，将电阻、电容、二极管、双极型三极管等电子元器件按照设计要求连接起来，制作在同一硅片上，成为具有特定功能的电路。它实现了材料、元器件、电路的三位一体，与分立器件组成的电路相比，具有体积小，功耗低、性能好、可靠性高及成本低等优点。

第二章 商业模式和技术发展

 2.1 半导体产业链

半导体行业受行业本身供需以及新产品周期的影响。",0
012325de-0795-43fd-8bef-7cea7c359fa0,根据上下文信息，谈谈韦尔股份和士兰微在今年上半年度的业绩表现如何？,"2、半导体行业周期呈现什么特征？

通常来说，一个完整的半导体行业周期长达四到六年。本轮周期的上行阶段始于2019年下半年， 在新冠疫情、美国制裁等多方面影响下，终端环节倾向于提前采购、下长单囤货，需求前置导致整个产业链的供需关系发生变化，景气周期被拉长了。",0
012325de-0795-43fd-8bef-7cea7c359fa0,根据上下文信息，谈谈韦尔股份和士兰微在今年上半年度的业绩表现如何？,"从事无线芯片设计的博通集成预计，受终端客户需求尚未回温影响，2023年半年实现归母净利润为-6480.3万元到-4330.3万元；相比一季度，第二季度公司亏损有所缓解。

　　射频前端龙头卓胜微高度依赖手机市场，由于市场需求疲软，以及市场竞争格局变化，公司预计上半年营业收入16.65亿元，较去年同期下降25.48%，上半年归母净利润3.38亿元～3.76亿元，同比下降55.06%～50.01%。公司第二季度业绩环比增长。",0
c7b00ba9-e52b-4e8b-abf8-878d14114ccc,根据上述信息，你认为力合微在上半年的营业收入和净利润分别是多少？,作为物联网通信技术芯片设计企业，力合微预计，上半年实现营业收入2.53亿元，同比增长13.39%，归母净利润为5000万元至5300万元，同比增长57.52%至66.97%，扣非后净利润同比增长132.71%至148.57%。报告期内，电网市场持续增长，公司订单充足，对比上年同期在手订单增长50%以上，同时智慧光伏、智能家居等芯片项目也有序推进，增厚公司业绩。近期在接受机构调研时，力合微高管介绍，智能电网是一个优质的市场，市场空间较大。,1
c7b00ba9-e52b-4e8b-abf8-878d14114ccc,根据上述信息，你认为力合微在上半年的营业收入和净利润分别是多少？,第二代(改进PT)：采用“电场终止技术”，增加一个“缓冲层”在相同的击穿电压下实现了更薄的晶片厚度， 从而降低了IGBT导通电阻， 降低了IGBT工作过程中的损耗。此技术在耐压较高的IGBT上运用效果明显。,0
c7b00ba9-e52b-4e8b-abf8-878d14114ccc,根据上述信息，你认为力合微在上半年的营业收入和净利润分别是多少？,"中国半导体实力能用自给率衡量吗？

山田周平：美国调查公司IC Insights认为中国的IC（集成电路）产量截至2026年将相当于中国IC市场的21.2％。而中国政府发布的《中国制造2025》重点领域技术路线图认为2016年的自给率就已经是33％。到底该如何对中国半导体做出评价呢？",0
c7b00ba9-e52b-4e8b-abf8-878d14114ccc,根据上述信息，你认为力合微在上半年的营业收入和净利润分别是多少？,"图片

资料来源：资产信息网 千际投行

集成电路产业

集成电路产业可以分为IC设计、IC制造和IC封装测试，其中IC设计指根据市场需求，确定IC产品的设计要求，并将抽象的产品设计要求转化成特定的元器件组合，最终在芯片上予以实现的过程；IC制造指根据设计要求制作芯片的过程；IC封装测试是将芯片装入特定的管壳或用材料将其包裹起来，保护芯片免受外界影响。

图片

资料来源：资产信息网 千际投行

集成电路模式主要有两大类，一类是垂直一体化模式(IDM模式)。",0
c7b00ba9-e52b-4e8b-abf8-878d14114ccc,根据上述信息，你认为力合微在上半年的营业收入和净利润分别是多少？,"掌控尖端半导体命运的台积电和ASML

台积电和ASML这两家企业两人三腿，垄断着新一代尖端半导体制造。在独领风骚的背后，在很大程度上是因为曾经长期作为行业的巨人君临天下的美国英特尔……",0
a2e113c6-b14f-4a21-9103-626221af7f47,根据文中提到的订单情况，你认为力合微在电网市场和智慧光伏、智能家居等领域的发展前景如何？,作为物联网通信技术芯片设计企业，力合微预计，上半年实现营业收入2.53亿元，同比增长13.39%，归母净利润为5000万元至5300万元，同比增长57.52%至66.97%，扣非后净利润同比增长132.71%至148.57%。报告期内，电网市场持续增长，公司订单充足，对比上年同期在手订单增长50%以上，同时智慧光伏、智能家居等芯片项目也有序推进，增厚公司业绩。近期在接受机构调研时，力合微高管介绍，智能电网是一个优质的市场，市场空间较大。,1
a2e113c6-b14f-4a21-9103-626221af7f47,根据文中提到的订单情况，你认为力合微在电网市场和智慧光伏、智能家居等领域的发展前景如何？,"随着每辆车中的半导体产品数量增加，车用半导体迅速成为半导体产业最重要的市场。

目前汽车已经成为新型电子技术的应用载体，半导体在汽车中得到了越来越多的应用。汽车半导体所涉及到的技术包括功率IC、IGBT、CMOS等，应用于车载娱乐系统、ADAS辅助驾驶系统、HMI显示系统、电动马达控制、灯光控制、电动车的电源管理系统等多处车载功能模块或器件。",0
a2e113c6-b14f-4a21-9103-626221af7f47,根据文中提到的订单情况，你认为力合微在电网市场和智慧光伏、智能家居等领域的发展前景如何？,"加速去库存

　　由于终端消费电子市场低迷，芯片设计企业上半年业绩同比普遍预降，但随着去库存推进，部分企业业绩触底企稳，并在二季度环比增长。

　　作为AIot（人工智能与物联网）芯片龙头，瑞芯微预计今年上半年实现营业收入约8.58亿元，同比减少约31%，归母净利润2000万元到3000万元，同比减少93%到89%。环比来看，第二季度公司营收增长约六成，归母净利润环比实现扭亏。",0
a2e113c6-b14f-4a21-9103-626221af7f47,根据文中提到的订单情况，你认为力合微在电网市场和智慧光伏、智能家居等领域的发展前景如何？,"这一浪潮为国内企业提供经验及机遇，可帮助其充分利用国外厂商先进技术和客户资源，同时利用国内资本优势最终取得积极效应。

 

五、关注高附加值产业链环节

集成电路产业链环节众多，但高科技含量、高附加值环节主要集中在中间生产环节。

半导体集成电路行业现状

高力国际观点

集成电路的发展已经成为国家策略，势必会有更多的企业和资本涌入这个行业，未来5年集成电路的发展会迎来上升期。",0
a2e113c6-b14f-4a21-9103-626221af7f47,根据文中提到的订单情况，你认为力合微在电网市场和智慧光伏、智能家居等领域的发展前景如何？,"从1988年至今，每一代产品的升级需要5年以上时间才能占领50%左右的市场。

图片

资料来源：资产信息网 千际投行

第一代(PT)：产品采用“辐照”手段，由于体内晶体结构本身原因造成“负温度系数”各IGBT原胞通态压降不一致， 不利于并联运行， 第一代IGBT电流只有25A， 且容量小， 有擎住现象，速度低。",0
c4042782-7de6-42f3-933d-34cfd12a2078,根据高管介绍，为什么智能电网被认为是一个优质的市场？,作为物联网通信技术芯片设计企业，力合微预计，上半年实现营业收入2.53亿元，同比增长13.39%，归母净利润为5000万元至5300万元，同比增长57.52%至66.97%，扣非后净利润同比增长132.71%至148.57%。报告期内，电网市场持续增长，公司订单充足，对比上年同期在手订单增长50%以上，同时智慧光伏、智能家居等芯片项目也有序推进，增厚公司业绩。近期在接受机构调研时，力合微高管介绍，智能电网是一个优质的市场，市场空间较大。,1
c4042782-7de6-42f3-933d-34cfd12a2078,根据高管介绍，为什么智能电网被认为是一个优质的市场？,"2、半导体行业周期呈现什么特征？

通常来说，一个完整的半导体行业周期长达四到六年。本轮周期的上行阶段始于2019年下半年， 在新冠疫情、美国制裁等多方面影响下，终端环节倾向于提前采购、下长单囤货，需求前置导致整个产业链的供需关系发生变化，景气周期被拉长了。",0
c4042782-7de6-42f3-933d-34cfd12a2078,根据高管介绍，为什么智能电网被认为是一个优质的市场？,"细分领域术业有专攻，全球设备行业龙头各显神通占据世界领先地位。

在半导体产业价值链中，光刻机作为产业的核心，占了半导体设备投资较大的份额，其中荷兰ASML公司凭借领先的技术和优秀的产品，在45纳米以下制程的高端光刻机市场中占据大部分以上的市场份额，而在EUV光刻机领域目前处于垄断地位，市占率为100%(业内独家)。",0
c4042782-7de6-42f3-933d-34cfd12a2078,根据高管介绍，为什么智能电网被认为是一个优质的市场？,这个比例说明企业会根据销售额来制定资本支出计划，未来行业的销售额仍将继续成长，我们认为行业的资本支出仍然将不断成长。而小型企业因为投入较少拖慢研发，会渐渐被淘汰，大的企业会越来越有优势，行业集中度会不断提高。单一的小企业很难与行业巨头抗争，需要国家层面的统一建设，才能打破现有的行业格局。,0
c4042782-7de6-42f3-933d-34cfd12a2078,根据高管介绍，为什么智能电网被认为是一个优质的市场？,"人工智能产业最大的一块收入来自企业级的应用市场。



▌全球市场:周期回暖+创新驱动，半导体行业有望进入稳健成长期

半导体行业整体增速与全球GDP增速正相关，但波动更剧烈。半导体行业虽然有科技革命驱动，但也会受到全球经济的影响。假如经济下行，电子产品消费减少，半导体行业就会呈现衰落的态势。

通过数据，我们可以发现过去的十年，半导体市场的波动性较大，且与全球经济的景气度密切相关。",0
8bda7c64-5aa1-4f01-bf24-59538f44a3de,What is the current trend in the performance of the top companies in the packaging and testing sector compared to other segments of the semiconductor industry chain?,"封测巨头：


　　布局先进封装

　　相比其他半导体产业链环节，封装测试对市场变动比较敏感，本轮周期开始时，业绩最先出现下调。最新业绩预告显示，第二季度封测头部公司盈利环比第一季度显著增长，并且上市公司积极布局Chiplet等先进封装，高性能计算、汽车电子等业务已经驱动营收增长。

　　通富微电上半年实现营业收入99.09亿元左右,同比增长3.58%左右，归母净利润亏损1.7亿元至1.",1
8bda7c64-5aa1-4f01-bf24-59538f44a3de,What is the current trend in the performance of the top companies in the packaging and testing sector compared to other segments of the semiconductor industry chain?,作为物联网通信技术芯片设计企业，力合微预计，上半年实现营业收入2.53亿元，同比增长13.39%，归母净利润为5000万元至5300万元，同比增长57.52%至66.97%，扣非后净利润同比增长132.71%至148.57%。报告期内，电网市场持续增长，公司订单充足，对比上年同期在手订单增长50%以上，同时智慧光伏、智能家居等芯片项目也有序推进，增厚公司业绩。近期在接受机构调研时，力合微高管介绍，智能电网是一个优质的市场，市场空间较大。,0
